"id","input","reference","hypothesis","bleu_score","meteor_score","ter_score","rouge1","rouge2","rougeL","pos_accuracy","ner_accuracy","lemmatization_accuracy","phrase_preservation","num_tokens","avg_token_length","num_stopwords_removed","stopwords_removal_percentage","execution_time","created_at"
"197","Not Eriksen or Alli in odd?","No Eriksen or Alli in the odds?","Not Eriksen or Alli in odd?","37.684989929","0.5751811862","42.857143402","0.769230783","0.5454545617","0.769230783","62.5","100","62.5","33.33333206176758","7","3.5","4","57.14285659790039","7.625570297241","2025-03-29 12:05:16"
"198","Have you ever repaired the that disk permissions?","Have you ever repaired the disk permissions?","Have you ever repaired the disk permissions?","100","0.9985422492","0","1","1","1","100","0","100","100","8","5.2857141494751","4","50","5.225723266602","2025-03-29 12:06:13"
"199","All rates is included 7% of goverment tax.","All rates are inclusive of 7% government tax.","All rates include 7% of government tax.","24.134016037","0.6469761133","37.5","0.8000000119","0.3076923192","0.6666666865","80","100","80","50","9","5","5","55.55555725097656","5.051495552063","2025-03-29 12:06:40"
"200","Photo: Matthew Bullis members of the 12 under-NSW Cross Country Ski Team.","Photo: Matthew Bull is a member of the under 12 NSW Cross Country Ski Team.","Photo: Matthew Bullis, members of the 12 under-NSW Cross Country Ski Team.","32.40807724","0.6585034132","40","0.8571428657","0.538461566","0.7857142687","64.705879211","0","76.47058868408203","25","15","5.18181800842285","6","40","10.55749607086","2025-03-29 12:07:14"
"201","The axis of the antenna is at a right angle to the two lobes that a horizontal dipole emits.","Can you recommend a free online course for Google Adwords that is the best?","The axis of the antenna is at a right angle to the two lobes that a horizontal dipole emits.","2.7076575756","0.137931034","121.42857361","0.2424242496","0","0.1212121248","20","0","26.66666603088379","25","20","3.84210515022278","11","55","10.87401390076","2025-04-05 05:25:17"
"202","It was invited reviewing Bellota = somewhat","I was invited to review Bellota.","It was invited to review Bellota.","80.910667419","0.8299999833","16.666666031","0.8333333135","0.8000000119","0.8333333135","85.714286804","100","85.71428680419922","50","7","4.5","4","57.14285659790039","5.29692363739","2025-04-08 07:58:10"
"203","The Animation Department of Emily Carr University is multipal labs offer facilities to support range of digital and traditional animation's process","The Animation Department at Emily Carr University is composed of multiple labs offering facilities to support a range of digital and traditional animation processes.","The Animation Department at Emily Carr University offers multiple labs that offer facilities to support a range of digital and traditional animation processes.","70.33001709","0.8773802519","20.833333969","0.893617034","0.8000000119","0.893617034","83.333335876","100","87.5","100","24","5.91304349899292","8","33.33333206176758","12.67775535583","2025-04-12 08:11:17"
"204","But it postponed without explanation the being launched in May of another satellite called Fajr.","But it postponed, without explanation, the planned launch in May of another satellite called Fajr","But it postponed without explanation the launch in May of another satellite called Fajr.","54.426086426","0.7205058336","26.666666031","0.9655172229","0.8888888955","0.9655172229","87.5","100","87.5","83.33333587646484","15","5.2857141494751","6","40","9.109632492065","2025-04-12 08:13:31"
"205","Inconel 718 Square Bar are commonly used in parts of gas turbine engines that subject to high temperatures and requiring high strength as if: excellent high temperature creep resistance / fatigue life / phase stability / Oxidation reaction e resistance / It .","Inconel 718 Square Bar are commonly used in parts of gas turbine engines that are subject to high temperatures and require high strength, excellent high temperature creep resistance, fatigue life, phase stability, and oxidation and corrosion resistance.","Inconel 718 Square Bar are commonly used in parts of gas turbine engines that are subject to high temperatures and require high strength as if: excellent high temperature creep resistance / fatigue life / phase stability / Oxidation reaction resistance / It .","62.672805786","0.765853107","37.837837219","0.9066666961","0.8219178319","0.9066666961","87.87878418","0","90.90908813476562","60","44","5.62162160873413","17","38.6363639831543","19.04618263245","2025-04-12 08:14:41"
"206","Reconstitute fruit juice soups less water.","Reconstitute fruit juice and soups with less water.","Reconstitute fruit juice soups with less water.","61.019504547","0.8757426739","12.5","0.9333333373","0.769230783","0.9333333373","88.888885498","0","88.88888549804688","33.33333206176758","8","5.7142858505249","2","25","5.299211978912","2025-04-12 08:15:28"
"207","An beauty of the region is lure for creative people such as potter Ben Richardson while historic buildings are another attraction as exclusive exclusive attraction.","The beauty of the region is a lure to creative people, such as award-winning potter Ben Richardson, while historic buildings are another attraction.","The beauty of the region lures creative people such as potter Ben Richardson, while historic buildings are another exclusive attraction.","50.697177887","0.7782672644","30.434782028","0.8636363745","0.6666666865","0.8636363745","80","100","74.0740737915039","57.14285659790039","22","5.75","9","40.90909194946289","9.735872268677","2025-04-12 08:16:09"
"208","from Amblers Estate Agents - Chesterfield and 4 other top performing local agents.","from Amblers Estate Agents - Chesterfield and 4 other four top performing local agents.","from Amblers Estate Agents - Chesterfield and 4 other top performing local agents.","80.522537231","0.9335490465","7.1428570747","0.9599999785","0.8695651889","0.9599999785","93.333335876","66.666664124","93.33333587646484","100","14","6.09090900421143","6","42.85714340209961","8.122669219971","2025-04-12 08:17:01"
"209","Introvert entrepreneurs can use this technology boon to their advantage and succeed.","Introvert entrepreneurs can use this technology boon for their advantage that sccessful.","Introvert entrepreneurs can use this technology to their advantage and succeed.","44.462966919","0.6670168042","33.333332062","0.6956521869","0.571428597","0.6956521869","69.230766296","100","69.23076629638672","66.66666412353516","12","6.18181800842285","6","50","6.146370887756","2025-04-12 08:18:01"
"210","Meanwhile, West Indies team is considering a tour of Pakistan for two twentys in March this year, subject to security clearance from the West Indies Players’ Association (WIPA), after have received proposals and security plan from Pakistan Cricket Board (PCB).","Meanwhile, the West Indies team is considering a tour of Pakistan for two Twenty20s in March this year, subject to security clearance from the West Indies Players’ Association (WIPA), after receiving a proposal and security plan from the Pakistan Cricket Board (PCB).","Meanwhile, West Indies team is considering a tour of Pakistan for two twentys in March this year, subject to security clearance from the West Indies Players’ Association (WIPA), after receiving proposals and security plan from Pakistan Cricket Board (PCB).","77.103553772","0.9052176476","11.904762268","0.9382715821","0.8354430199","0.9382715821","94.871795654","85.714286804","94.87179565429688","66.66666412353516","48","5.35897445678711","21","43.75","20.41160583496","2025-04-12 08:19:09"
"211","As for number of players prescribing to the 'Gambler's Fallacy' in this thread you enjoy 'Try again later.' 'Do something else and then try again .' 'I'm more lucky in X time.'","The number of players prescribing to the 'Gambler's Fallacy' in this thread is amusing. 'Try again later.' 'Do something else and then try again.' 'I have better luck at X time.","As for the number of players prescribing to the 'Gambler's Fallacy' in this thread you enjoy 'Try again later.' 'Do something else and then try again.' 'I'm more lucky in X time.'","63.749916077","0.7357509136","32.25806427","0.7878788114","0.71875","0.7878788114","69.696968079","100","78.78787994384766","87.5","42","3.97058820724487","27","64.28571319580078","21.22127723694","2025-04-12 08:20:07"
"212","Our 24 hour packages is put the perfect way to get The most from you team in an away day.","Our 24 hour packages are the perfect way to get the most from you team for an away day.","Our 24 hour packages are the perfect way to get the most from your team on an away day.","75.909950256","0.892278254","10.526315689","0.8947368264","0.777777791","0.8947368264","84.210525513","100","89.47368621826172","60","20","3.66666674613953","12","60","6.721965789795","2025-04-12 08:26:45"
"213","Is Karn Sharma the answer to controlling India’s spin conundrum?","Is Karn Sharma the answer to India’s spin conundrum?","Is Karn Sharma the answer to India’s spin conundrum?","100","0.9993141294","0","1","1","1","100","100","100","100","12","4.19999980926514","6","50","6.229009628296","2025-04-12 08:27:39"
"214","Messi ends where Chelsea leave a cold towards Barcelona.","Messi ends Chelsea drought to give Barcelona last-16 edge.","Messi ends where Chelsea leave a cold behind Barcelona.","10.552670479","0.2839506269","77.777778625","0.4210526347","0.1176470593","0.4210526347","50","75","50","50","10","5.11111116409302","3","30","4.527009487152","2025-04-12 08:28:18"
"215","To do that, return to the first method Changing Your Network Adapter’s Drivers but when you takes step three, select Search automatically for updated driver software and allow Windows to do the legwork.","To do that, return to the first method — Changing Your Network Adapter’s Drivers — but when you get to step three, select Search automatically for updated driver software and then allow Windows to do the legwork.","To do that, return to the first method Changing Your Network Adapter’s Drivers. But when you take step three, select Search automatically for updated driver software and allow Windows to do the legwork.","68.163780212","0.8674863577","16.216217041","0.9428571463","0.8823529482","0.9428571463","83.333335876","80","88.57142639160156","100","39","4.85294103622437","20","51.28205108642578","15.62209320068","2025-04-12 08:29:25"
"216","I find out this that should read this hand information along with'Management' Management’s Discussion and Analysis of Financial Condition and Results of Operations 'and our consolidated financial statements and related notes included as in this prospectus.","You should read this information together with “Management’s Discussion and Analysis of Financial Condition and Results of Operations” and our consolidated financial statements and the related notes included elsewhere in this prospectus.","You should read this handbook along with Management’s Discussion and Analysis of Financial Condition and Results of Operations and our consolidated financial statements and related notes included in this prospectus.","56.525600433","0.8125860691","18.75","0.90625","0.8064516187","0.90625","81.25","0","80.6451644897461","70","33","5.93548393249512","16","48.48484802246094","14.90781402588","2025-04-12 08:30:40"
